P69905	P69905	1.10e-104
P69905	P01923	5.93e-103
P69905	Q9TS35	1.32e-102
P69905	P06635	1.98e-102
P69905	P01924	1.67e-101
P69905	P63107	1.84e-101
P69905	P67817	6.37e-101
P69905	Q9TS34	7.42e-101
P69905	P01926	2.04e-100
P69905	P21767	2.40e-100
P69905	P01928	2.43e-100
P69905	P21766	5.97e-100
P69905	P01929	6.66e-100
P69905	P21768	2.60e-99
P69905	P19002	3.69e-99
P01923	P01923	1.86e-103
P01923	P69905	5.89e-103
P01923	Q9TS35	3.41e-102
P01923	P06635	1.09e-101
P01923	P01924	1.12e-100
P01923	P67817	1.91e-100
P01923	Q9TS34	1.93e-100
P01923	P01929	3.82e-100
P01923	P63107	5.73e-100
P01923	P01928	7.38e-100
P01923	P21767	1.35e-99
P01923	P21766	3.70e-99
P01923	P01926	9.52e-99
P01923	P21768	1.76e-98
P01923	P19002	2.19e-98
P63107	P63107	2.06e-104
P63107	P01926	2.55e-103
P63107	P21767	2.67e-102
P63107	P21766	4.52e-102
P63107	P69905	1.84e-101
P63107	P21768	2.59e-101
P63107	P01929	6.65e-101
P63107	P19002	2.08e-100
P63107	P67817	5.41e-100
P63107	P01923	5.77e-100
P63107	Q9TS35	1.36e-99
P63107	P01924	1.71e-99
P63107	P06635	3.31e-99
P63107	P01928	1.96e-98
P63107	Q9TS34	7.72e-98
P06635	P06635	1.89e-104
P06635	P69905	1.98e-102
P06635	P01923	1.10e-101
P06635	Q9TS35	2.12e-101
P06635	Q9TS34	4.63e-101
P06635	P01928	1.95e-100
P06635	P67817	1.13e-99
P06635	P01924	3.27e-99
P06635	P63107	3.31e-99
P06635	P01929	1.49e-98
P06635	P01926	4.08e-98
P06635	P21767	4.97e-98
P06635	P21768	1.03e-97
P06635	P21766	1.16e-97
P06635	P19002	7.90e-97
Q9TS35	Q9TS35	1.59e-104
Q9TS35	Q9TS34	7.89e-103
Q9TS35	P67817	9.72e-103
Q9TS35	P69905	1.32e-102
Q9TS35	P01928	3.15e-102
Q9TS35	P01923	3.43e-102
Q9TS35	P06635	2.12e-101
Q9TS35	P63107	1.36e-99
Q9TS35	P01924	1.58e-99
Q9TS35	P01929	5.07e-99
Q9TS35	P01926	1.92e-98
Q9TS35	P21767	2.00e-98
Q9TS35	P21766	5.93e-98
Q9TS35	P21768	2.21e-97
Q9TS35	P19002	3.47e-97
P01924	P01924	1.10e-103
P01924	P69905	1.66e-101
P01924	P01923	1.12e-100
P01924	P21766	1.35e-100
P01924	P01926	2.94e-100
P01924	P21767	6.05e-100
P01924	Q9TS35	1.57e-99
P01924	P63107	1.70e-99
P01924	P06635	3.25e-99
P01924	P67817	4.72e-99
P01924	P21768	5.20e-99
P01924	P19002	7.07e-99
P01924	P01929	7.15e-99
P01924	P01928	2.10e-98
P01924	Q9TS34	1.11e-97
P21767	P21767	1.47e-103
P21767	P21768	1.17e-102
P21767	P21766	1.67e-102
P21767	P63107	2.65e-102
P21767	P01926	5.34e-102
P21767	P19002	1.01e-101
P21767	P69905	2.38e-100
P21767	P01924	6.05e-100
P21767	P01929	1.13e-99
P21767	P01923	1.35e-99
P21767	Q9TS35	1.99e-98
P21767	P06635	4.94e-98
P21767	P67817	6.57e-98
P21767	P01928	2.37e-97
P21767	Q9TS34	1.62e-96
P21768	P21768	8.71e-104
P21768	P21767	1.17e-102
P21768	P21766	1.62e-101
P21768	P63107	2.57e-101
P21768	P01926	4.12e-101
P21768	P19002	9.57e-101
P21768	P69905	2.58e-99
P21768	P01924	5.20e-99
P21768	P01929	1.13e-98
P21768	P01923	1.76e-98
P21768	P06635	1.02e-97
P21768	Q9TS35	2.20e-97
P21768	P01928	6.03e-97
P21768	P67817	7.67e-97
P21768	Q9TS34	2.43e-96
P67817	P67817	2.81e-104
P67817	P01928	8.52e-103
P67817	Q9TS35	9.72e-103
