P42212	P42212	0.0
P42212	Q9U6Y3	8.16e-25
P42212	Q9U6Y6	6.59e-23
P42212	Q95P04	2.69e-20
P42212	Q9U6Y7	2.81e-20
P42212	Q9GZ28	3.05e-20
P42212	Q8ISF8	4.46e-20
P42212	P83690	9.37e-20
P42212	Q95W85	4.63e-19
P42212	Q9U6Y5	9.62e-19
P42212	Q95W86	4.01e-18
P42212	Q9U6Y4	1.82e-16
P42212	Q9U6Y8	3.50e-12
P42212	Q9I7S8	2.08e-05
P42212	Q9PP92	7.25e-05
Q9U6Y3	Q9U6Y3	0.0
Q9U6Y3	Q9U6Y7	4.85e-94
Q9U6Y3	Q95P04	6.04e-94
Q9U6Y3	P83690	6.76e-92
Q9U6Y3	Q9U6Y8	2.43e-80
Q9U6Y3	Q9U6Y6	3.79e-79
Q9U6Y3	Q8ISF8	2.22e-77
Q9U6Y3	Q9U6Y5	2.79e-73
Q9U6Y3	Q9GZ28	3.62e-73
Q9U6Y3	Q95W85	5.43e-73
Q9U6Y3	Q95W86	2.03e-72
Q9U6Y3	Q9U6Y4	1.10e-70
Q9U6Y3	P42212	9.12e-25
Q9U6Y6	Q9U6Y6	3.74e-178
Q9U6Y6	Q9U6Y3	3.26e-79
Q9U6Y6	Q9U6Y4	3.56e-76
Q9U6Y6	Q9U6Y5	2.08e-72
Q9U6Y6	Q95P04	7.44e-72
Q9U6Y6	P83690	2.88e-71
Q9U6Y6	Q9U6Y7	1.38e-65
Q9U6Y6	Q8ISF8	1.86e-63
Q9U6Y6	Q9GZ28	9.09e-62
Q9U6Y6	Q95W86	8.90e-60
Q9U6Y6	Q95W85	1.07e-57
Q9U6Y6	Q9U6Y8	2.64e-57
Q9U6Y6	P42212	6.34e-23
Q9GZ28	Q9GZ28	1.26e-180
Q9GZ28	Q95W86	1.18e-112
Q9GZ28	Q95W85	1.76e-109
Q9GZ28	Q8ISF8	6.63e-104
Q9GZ28	Q95P04	4.86e-76
Q9GZ28	P83690	3.53e-75
Q9GZ28	Q9U6Y3	3.15e-73
Q9GZ28	Q9U6Y7	2.33e-69
Q9GZ28	Q9U6Y8	6.64e-66
Q9GZ28	Q9U6Y6	9.21e-62
Q9GZ28	Q9U6Y5	1.11e-52
Q9GZ28	Q9U6Y4	7.27e-49
Q9GZ28	P42212	2.97e-20
Q8ISF8	Q8ISF8	1.22e-179
Q8ISF8	Q9GZ28	6.61e-104
Q8ISF8	Q95W86	6.68e-99
Q8ISF8	Q95W85	5.91e-97
Q8ISF8	Q95P04	5.53e-79
Q8ISF8	P83690	9.33e-78
Q8ISF8	Q9U6Y3	1.93e-77
Q8ISF8	Q9U6Y7	2.35e-74
Q8ISF8	Q9U6Y8	2.94e-74
Q8ISF8	Q9U6Y6	1.88e-63
Q8ISF8	Q9U6Y5	6.61e-61
Q8ISF8	Q9U6Y4	5.10e-57
Q8ISF8	P42212	4.33e-20
Q9U6Y7	Q9U6Y7	5.72e-180
Q9U6Y7	Q95P04	1.33e-102
Q9U6Y7	P83690	3.67e-100
Q9U6Y7	Q9U6Y3	4.23e-94
Q9U6Y7	Q9U6Y8	1.22e-91
Q9U6Y7	Q8ISF8	2.36e-74
Q9U6Y7	Q95W85	2.44e-70
Q9U6Y7	Q9GZ28	2.33e-69
Q9U6Y7	Q95W86	5.03e-67
Q9U6Y7	Q9U6Y6	1.40e-65
Q9U6Y7	Q9U6Y4	3.49e-63
Q9U6Y7	Q9U6Y5	5.94e-62
Q9U6Y7	P42212	2.74e-20
Q95P04	Q95P04	1.26e-171
Q95P04	P83690	2.36e-163
Q95P04	Q9U6Y7	1.26e-102
Q95P04	Q9U6Y8	4.95e-101
Q95P04	Q9U6Y3	5.02e-94
Q95P04	Q8ISF8	5.29e-79
Q95P04	Q9GZ28	4.63e-76
Q95P04	Q95W86	9.33e-76
Q95P04	Q95W85	1.63e-75
Q95P04	Q9U6Y6	7.18e-72
Q95P04	Q9U6Y5	2.60e-64
Q95P04	Q9U6Y4	4.96e-63
Q95P04	P42212	2.50e-20
Q95W85	Q95W85	9.80e-178
Q95W85	Q95W86	9.21e-148
Q95W85	Q9GZ28	1.72e-109
Q95W85	Q8ISF8	5.81e-97
Q95W85	P83690	8.79e-77
Q95W85	Q95P04	1.67e-75
Q95W85	Q9U6Y3	4.63e-73
Q95W85	Q9U6Y7	2.39e-70
Q95W85	Q9U6Y8	9.70e-66
Q95W85	Q9U6Y6	1.06e-57
Q95W85	Q9U6Y5	5.30e-55
Q95W85	Q9U6Y4	1.41e-49
Q95W85	P42212	4.41e-19
P83690	P83690	1.39e-172
P83690	Q95P04	2.36e-163
P83690	Q9U6Y7	3.50e-100
P83690	Q9U6Y8	2.33e-99
P83690	Q9U6Y3	5.62e-92
P83690	Q8ISF8	8.93e-78
P83690	Q95W85	8.56e-77
P83690	Q95W86	2.16e-76
P83690	Q9GZ28	3.37e-75
P83690	Q9U6Y6	2.77e-71
P83690	Q9U6Y5	7.92e-63
P83690	Q9U6Y4	7.04e-62
P83690	P42212	8.70e-20
Q95W86	Q95W86	3.95e-177
Q95W86	Q95W85	9.21e-148
Q95W86	Q9GZ28	1.16e-112
Q95W86	Q8ISF8	6.56e-99
Q95W86	P83690	2.22e-76
Q95W86	Q95P04	9.58e-76
Q95W86	Q9U6Y3	1.73e-72
Q95W86	Q9U6Y7	4.92e-67
Q95W86	Q9U6Y8	1.46e-66
Q95W86	Q9U6Y6	8.82e-60
Q95W86	Q9U6Y5	4.22e-53
Q95W86	Q9U6Y4	8.44e-49
Q95W86	P42212	3.82e-18
Q9U6Y5	Q9U6Y5	0.0
Q9U6Y5	Q9U6Y4	1.21e-157
Q9U6Y5	Q9U6Y3	2.42e-73
Q9U6Y5	Q9U6Y6	2.10e-72
Q9U6Y5	Q95P04	2.72e-64
Q9U6Y5	P83690	8.28e-63
Q9U6Y5	Q9U6Y7	5.91e-62
Q9U6Y5	Q8ISF8	6.61e-61
Q9U6Y5	Q95W85	5.40e-55
Q9U6Y5	Q9U6Y8	2.20e-54
Q9U6Y5	Q95W86	4.29e-53
Q9U6Y5	Q9GZ28	1.10e-52
Q9U6Y5	P42212	9.34e-19
Q9U6Y4	Q9U6Y4	0.0
Q9U6Y4	Q9U6Y5	1.21e-157
Q9U6Y4	Q9U6Y6	3.59e-76
Q9U6Y4	Q9U6Y3	9.58e-71
Q9U6Y4	Q9U6Y7	3.47e-63
Q9U6Y4	Q95P04	5.19e-63
Q9U6Y4	P83690	7.36e-62
Q9U6Y4	Q8ISF8	5.10e-57
Q9U6Y4	Q9U6Y8	2.43e-55
Q9U6Y4	Q95W85	1.43e-49
Q9U6Y4	Q9GZ28	7.23e-49
Q9U6Y4	Q95W86	8.59e-49
Q9U6Y4	P42212	1.77e-16
Q9U6Y8	Q9U6Y8	2.48e-172
Q9U6Y8	Q95P04	3.49e-110
Q9U6Y8	P83690	7.98e-109
Q9U6Y8	Q9U6Y7	3.24e-100
Q9U6Y8	Q9U6Y3	1.57e-90
Q9U6Y8	Q8ISF8	9.81e-82
Q9U6Y8	Q95W86	5.25e-75
Q9U6Y8	Q95W85	7.36e-75
Q9U6Y8	Q9GZ28	1.64e-73
Q9U6Y8	Q9U6Y6	1.03e-65
Q9U6Y8	Q9U6Y4	1.99e-63
Q9U6Y8	Q9U6Y5	1.44e-62
Q9U6Y8	P42212	5.91e-21
Q9I7S8	Q9I7S8	0.0
Q9I7S8	P42212	3.76e-05
Q9PP92	Q9PP92	0.0
P00734	P00734	0.0
P00734	Q5R537	0.0
P00734	Q19AZ8	0.0
P00734	P00735	0.0
P00734	P19221	0.0
P00734	P18292	0.0
P00734	Q29485	9.75e-75
P00734	Q29485	3.90e-29
P00734	Q29485	8.81e-27
